name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,random_angle_rad,stellar_magnitude_scaled
HD 43691 b,279.0,8.03,Gas Giant,2007,2.55,Jupiter,1.18,Jupiter,0.238,0.10130048,0.08,Radial Velocity,3.9272736776994104,0.8363436828387214
HD 44219 b,173.0,7.69,Gas Giant,2010,0.58,Jupiter,1.26,Jupiter,1.19,1.2930869,0.61,Radial Velocity,4.244619090278592,0.8441172435868124
HD 45184 b,72.0,6.383,Neptune-like,2019,12.19,Earth,0.314,Jupiter,0.0644,0.01615332,0.07,Radial Velocity,4.222161596906899,0.8739997256390324
HD 45184 c,72.0,6.383,Neptune-like,2019,8.81,Earth,0.26,Jupiter,0.11,0.035865847,0.07,Radial Velocity,4.8361157940859405,0.8739997256390324
HD 45350 b,153.0,7.89,Gas Giant,2004,1.79,Jupiter,1.2,Jupiter,1.92,2.6,0.78,Radial Velocity,3.023994737913412,0.8395445607938177
HD 45364 b,112.0,8.08,Gas Giant,2008,0.1893,Jupiter,0.805,Jupiter,0.6793,0.61820674,0.07,Radial Velocity,4.186237915429485,0.8352005121404729
HD 45364 c,112.0,8.08,Gas Giant,2008,0.549,Jupiter,1.26,Jupiter,0.902,0.9456536,0.02,Radial Velocity,5.405274673723961,0.8352005121404729
HD 45652 b,114.0,8.1,Gas Giant,2008,0.433,Jupiter,1.28,Jupiter,0.237,0.120739214,0.61,Radial Velocity,1.241386968663314,0.8347432438611733
HD 457 b,180.0,7.72,Gas Giant,2022,23.8334,Jupiter,1.07,Jupiter,15.443431,55.7,0.57,Radial Velocity,4.027225590622125,0.8434313411678632
HD 46375 b,96.0,7.91,Gas Giant,2000,0.226,Jupiter,0.894,Jupiter,0.0398,0.008213553,0.06,Radial Velocity,1.13747904741776,0.8390872925145183
HD 47186 b,122.0,7.63,Neptune-like,2008,22.2481,Earth,0.448,Jupiter,0.05,0.011225188,0.04,Radial Velocity,2.83528933664803,0.8454890484247107
HD 47186 c,122.0,7.63,Gas Giant,2008,0.35061,Jupiter,1.16,Jupiter,2.395,3.7,0.25,Radial Velocity,0.21937329177034462,0.8454890484247107
HD 4732 b,179.0,5.9,Gas Giant,2012,2.37,Jupiter,1.19,Jupiter,1.19,0.98617387,0.13,Radial Velocity,0.2513277133726304,0.8850427545841145
HD 4732 c,179.0,5.9,Gas Giant,2012,2.37,Jupiter,1.19,Jupiter,4.6,7.5,0.23,Radial Velocity,3.114075766908604,0.8850427545841145
HD 47366 b,275.0,6.11151,Gas Giant,2016,2.3,Jupiter,1.19,Jupiter,1.28,0.98343605,0.06,Radial Velocity,3.7513307869397705,0.880206913896383
HD 47366 c,275.0,6.11151,Gas Giant,2016,1.88,Jupiter,1.2,Jupiter,1.97,1.9,0.1,Radial Velocity,5.526450417302957,0.880206913896383
HD 47536 b,400.0,5.25,Gas Giant,2002,7.32,Jupiter,1.13,Jupiter,1.93,2.0,0.2,Radial Velocity,2.273744518697682,0.8999039736613471
HD 4760 b,1755.0,7.51,Gas Giant,2021,13.9,Jupiter,1.1,Jupiter,1.14,1.1882273,0.23,Radial Velocity,0.8914018262289712,0.8482326581005076
HD 48265 b,295.0,8.05,Gas Giant,2008,1.525,Jupiter,1.21,Jupiter,1.814,2.1,0.21,Radial Velocity,4.846431771382296,0.835886414559422
HD 4917 b,666.0,8.03,Gas Giant,2018,1.615,Jupiter,1.21,Jupiter,1.167,1.0965092,0.07,Radial Velocity,2.93421240610776,0.8363436828387214
HD 49674 b,140.0,8.1,Neptune-like,2002,31.783,Earth,0.553,Jupiter,0.06,0.013415469,0.09,Radial Velocity,3.063614968379488,0.8347432438611733
HD 50499 b,151.0,7.21,Gas Giant,2005,1.636,Jupiter,1.2,Jupiter,3.833,6.7,0.27,Radial Velocity,4.547521746589119,0.8550916822899995
HD 50499 c,151.0,7.21,Gas Giant,2019,2.93,Jupiter,1.17,Jupiter,9.02,23.6,0.0,Radial Velocity,0.413143204181236,0.8550916822899995
HD 50554 b,102.0,6.8561,Gas Giant,2002,4.954,Jupiter,1.15,Jupiter,2.353,3.5,0.5,Radial Velocity,5.967771845330489,0.8631830444922036
HD 51608 b,114.0,8.17,Neptune-like,2019,12.77,Earth,0.323,Jupiter,0.1059,0.038603697,0.09,Radial Velocity,4.0882275277236975,0.8331428048836251
HD 51608 c,114.0,8.17,Neptune-like,2019,14.31,Earth,0.346,Jupiter,0.3809,0.2625599,0.14,Radial Velocity,0.6901735898037968,0.8331428048836251
HD 52265 b,98.0,6.29351,Gas Giant,2000,1.21,Jupiter,1.22,Jupiter,0.52,0.32662562,0.27,Radial Velocity,2.71762316408896,0.8760457725547579
HD 5278 b,188.0,7.94,Neptune-like,2021,7.8,Earth,0.219,Jupiter,0.1202,0.039151266,0.08,Transit,4.026217320122715,0.8384013900955691
HD 5278 c,188.0,7.94,Neptune-like,2021,18.4,Earth,0.401,Jupiter,0.2416,0.1119781,0.07,Radial Velocity,1.6599546553399842,0.8384013900955691
HD 5319 b,396.0,8.05,Gas Giant,2007,1.556,Jupiter,1.21,Jupiter,1.57,1.7,0.09,Radial Velocity,2.848277525547901,0.835886414559422
HD 5319 c,396.0,8.05,Gas Giant,2014,1.053,Jupiter,1.23,Jupiter,1.93,2.4,0.18,Radial Velocity,4.744088469349533,0.835886414559422
HD 55696 b,254.0,7.95,Gas Giant,2018,3.87,Jupiter,1.16,Jupiter,3.18,5.0,0.71,Radial Velocity,0.6936980764723518,0.8381727559559192
HD 5583 b,715.0,7.604,Gas Giant,2016,5.78,Jupiter,1.14,Jupiter,0.53,0.38165638,0.08,Radial Velocity,0.30726699654059725,0.8460834971878001
HD 5608 b,190.0,6.00272,Gas Giant,2012,1.681,Jupiter,1.2,Jupiter,1.911,2.1,0.06,Radial Velocity,2.8337996436451554,0.8826942247016325
HD 56414 b,888.0,9.217,Neptune-like,2022,13.3,Earth,0.331,Jupiter,0.229,0.07939767,0.68,Transit,0.8026761911765621,0.8092048104622983
HD 564 b,167.0,8.32,Gas Giant,2014,0.33,Jupiter,1.12,Jupiter,1.2,1.3478439,0.1,Radial Velocity,3.8491135399703027,0.8297132927888792
HD 56957 b,201.0,7.57,Gas Giant,2022,5.95712,Jupiter,1.14,Jupiter,6.431189,16.1,0.27,Radial Velocity,4.6432005413998825,0.8468608532626092
HD 5891 b,925.0,8.09,Gas Giant,2011,7.63,Jupiter,1.13,Jupiter,0.64,0.48487338,0.07,Radial Velocity,1.8407676315325816,0.834971878000823
HD 59686 A b,291.0,5.44299,Gas Giant,2016,6.92,Jupiter,1.13,Jupiter,1.086,0.8197125,0.05,Radial Velocity,1.5870980139836859,0.8954915634002468
HD 60292 b,1028.0,6.94657,Gas Giant,2020,6.5,Jupiter,1.13,Jupiter,1.5,1.3563312,0.27,Radial Velocity,2.670767977156481,0.8611145914307924
HD 60532 b,85.0,4.44,Gas Giant,2008,1.06,Jupiter,1.23,Jupiter,0.77,0.55277205,0.26,Radial Velocity,6.272515358631123,0.9184233389729755
HD 60532 c,85.0,4.44,Gas Giant,2008,2.51,Jupiter,1.18,Jupiter,1.6,1.6,0.03,Radial Velocity,5.193084861432757,0.9184233389729755
HD 62364 b,173.0,7.32,Gas Giant,2022,17.42688,Jupiter,1.09,Jupiter,18.992329,75.1,0.86,Radial Velocity,2.0485191915987038,0.8525767067538524
HD 62364 c,173.0,7.32,Gas Giant,2022,24.80132,Jupiter,1.07,Jupiter,36.876427,205.0,0.77,Radial Velocity,1.343613788059881,0.8525767067538524
HD 62509 b,34.0,1.12512,Gas Giant,2006,2.3,Jupiter,1.19,Jupiter,1.64,1.6,0.02,Radial Velocity,0.49164896615149306,0.9942128126571859
HD 62549 b,161.0,7.72,Gas Giant,2022,8.72588,Jupiter,1.12,Jupiter,11.786592,39.2,0.15,Radial Velocity,1.205097931612941,0.8434313411678632
HD 63433 b,73.0,6.92035,Neptune-like,2020,5.27,Earth,2.15,Earth,0.0719,0.01943874,0.0,Transit,5.477906131877108,0.861714070144954
HD 63433 c,73.0,6.92035,Neptune-like,2020,7.61,Earth,0.238,Jupiter,0.1458,0.056125943,0.0,Transit,0.6250511431555776,0.861714070144954
HD 63454 b,123.0,9.37,Gas Giant,2005,0.25,Jupiter,1.098,Jupiter,0.04,0.007665982,0.0,Radial Velocity,0.6712247494076127,0.8057067081256574
HD 63765 b,106.0,8.1,Gas Giant,2009,0.53,Jupiter,1.27,Jupiter,0.94,0.9801506,0.24,Radial Velocity,2.6003911168920766,0.8347432438611733
HD 63935 b,160.0,8.58,Neptune-like,2021,10.8,Earth,0.267,Jupiter,,0.024914443,0.0,Transit,1.7139265921346714,0.8237688051579862
HD 63935 c,160.0,8.58,Neptune-like,2021,11.1,Earth,0.259,Jupiter,,0.058590006,0.0,Radial Velocity,0.7433002025216455,0.8237688051579862
HD 64114 b,103.0,7.71,Neptune-like,2019,17.8,Earth,0.393,Jupiter,0.246,0.12539357,0.12,Radial Velocity,4.568639007182973,0.8436599753075129
HD 64121 b,424.0,7.43,Gas Giant,2022,2.56,Jupiter,1.18,Jupiter,1.51,1.7,0.11,Radial Velocity,4.645573588484527,0.8500617312177055
HD 6434 b,138.0,7.72,Gas Giant,2003,0.49,Jupiter,1.27,Jupiter,0.14,0.060232718,0.17,Radial Velocity,5.674529146051068,0.8434313411678632
HD 65216 b,115.0,7.97,Gas Giant,2003,1.295,Jupiter,1.22,Jupiter,1.301,1.6,0.27,Radial Velocity,0.739288714111762,0.8377154876766199
HD 65216 c,115.0,7.97,Gas Giant,2013,2.03,Jupiter,1.19,Jupiter,5.75,14.7,0.17,Radial Velocity,4.658169923278371,0.8377154876766199
HD 66141 b,222.0,4.37821,Gas Giant,2012,6.0,Jupiter,1.14,Jupiter,1.2,1.3155373,0.07,Radial Velocity,5.092460364359058,0.9198360693218711
HD 66428 b,174.0,8.25,Gas Giant,2005,10.78131,Jupiter,1.11,Jupiter,3.39291,6.2,0.47,Radial Velocity,4.929050577465139,0.8313137317664273
HD 66428 c,174.0,8.25,Gas Giant,2021,2.4173,Jupiter,1.18,Jupiter,9.418207,28.7,0.21,Radial Velocity,2.0291819928436867,0.8313137317664273
HD 67087 b,250.0,8.05,Gas Giant,2015,3.06,Jupiter,1.17,Jupiter,1.08,0.96427107,0.17,Radial Velocity,0.9380231878089411,0.835886414559422
HD 67087 c,250.0,8.05,Gas Giant,2015,4.85,Jupiter,1.15,Jupiter,3.86,6.5,0.76,Radial Velocity,6.131098250391665,0.835886414559422
HD 6718 b,167.0,8.45,Gas Giant,2009,1.68,Jupiter,1.2,Jupiter,3.55,6.8,0.1,Radial Velocity,4.178827106235242,0.8267410489734326
HD 68402 b,256.0,9.11,Gas Giant,2016,3.07,Jupiter,1.17,Jupiter,2.18,3.0,0.03,Radial Velocity,0.387071352378224,0.8116511957565504
HD 68988 b,198.0,8.2,Gas Giant,2001,1.97,Jupiter,1.2,Jupiter,0.07,0.017248461,0.12,Radial Velocity,5.40268956695996,0.832456902464676
HD 68988 c,198.0,8.2,Gas Giant,2021,15.0,Jupiter,1.09,Jupiter,13.2,43.8,0.45,Radial Velocity,4.193248325313871,0.832456902464676
HD 69123 b,245.0,5.77,Gas Giant,2022,3.04,Jupiter,1.17,Jupiter,2.482,3.3,0.19,Radial Velocity,0.9274997949290821,0.8880149983995611
HD 69830 b,41.0,5.96004,Neptune-like,2006,10.2,Earth,0.283,Jupiter,0.0785,0.023819301,0.1,Radial Velocity,4.797769748422067,0.8836700352096575
HD 69830 c,41.0,5.96004,Neptune-like,2006,11.8,Earth,0.309,Jupiter,0.186,0.08651608,0.13,Radial Velocity,0.9013647821373663,0.8836700352096575
HD 69830 d,41.0,5.96004,Neptune-like,2006,18.1,Earth,0.397,Jupiter,0.63,0.5393566,0.07,Radial Velocity,0.9522378284940017,0.8836700352096575
HD 70573 b,193.0,8.667,Gas Giant,2007,6.1,Jupiter,1.14,Jupiter,1.76,2.3,0.4,Radial Velocity,4.9262247111473005,0.8217796881430335
HD 70642 b,95.0,7.17,Gas Giant,2003,1.993,Jupiter,1.19,Jupiter,3.318,5.8,0.18,Radial Velocity,4.555389201621969,0.8560062188485984
HD 7199 b,118.0,8.06,Gas Giant,2011,0.27,Jupiter,0.993,Jupiter,1.36,1.7,0.19,Radial Velocity,5.543703545068667,0.8356577804197722
HD 72490 b,412.0,7.82,Gas Giant,2018,1.768,Jupiter,1.2,Jupiter,1.88,2.4,0.12,Radial Velocity,6.10312216251883,0.8411449997713658
HD 72659 b,169.0,7.46,Gas Giant,2002,3.37143,Jupiter,1.17,Jupiter,4.689125,9.7,0.26,Radial Velocity,0.25927879804161486,0.8493758287987562
HD 72659 c,169.0,7.46,Gas Giant,2022,18.71468,Jupiter,1.08,Jupiter,13.940621,49.9,0.09,Radial Velocity,2.3522220444990354,0.8493758287987562
HD 72892 b,227.0,8.83,Gas Giant,2016,5.46348,Jupiter,1.14,Jupiter,0.227825,0.107871324,0.42,Radial Velocity,3.3036042442842866,0.818052951666743
HD 73267 b,164.0,8.9,Gas Giant,2008,4.17014,Jupiter,1.16,Jupiter,2.227469,3.4,0.26,Radial Velocity,3.2545263903073893,0.8164525126891948
HD 73267 c,164.0,8.9,Gas Giant,2022,5.40071,Jupiter,1.14,Jupiter,12.621165,46.8,0.09,Radial Velocity,4.626142818716071,0.8164525126891948
HD 73526 b,317.0,8.99,Gas Giant,2002,3.08,Jupiter,1.17,Jupiter,0.65,0.5155373,0.19,Radial Velocity,2.26316024724074,0.8143948054323471
HD 73526 c,317.0,8.99,Gas Giant,2005,2.25,Jupiter,1.19,Jupiter,1.03,1.0379193,0.28,Radial Velocity,1.6877639188438684,0.8143948054323471
HD 73534 b,272.0,8.23,Gas Giant,2008,1.112,Jupiter,1.23,Jupiter,2.99,4.8,0.13,Radial Velocity,0.27837263378621663,0.8317710000457267
HD 73583 b,103.0,9.67,Neptune-like,2022,10.2,Earth,0.249,Jupiter,0.0604,0.017522246,0.09,Transit,5.036012205799948,0.7988476839361653
HD 73583 c,103.0,9.67,Super Earth,2022,9.7,Earth,0.213,Jupiter,0.1242,0.051745377,0.08,Transit,0.9718626798864095,0.7988476839361653
HD 74156 b,188.0,7.61,Gas Giant,2003,1.67333,Jupiter,1.2,Jupiter,0.280148,0.1412731,0.64,Radial Velocity,2.254240524117344,0.8459463167040102
HD 74156 c,188.0,7.61,Gas Giant,2003,9.10703,Jupiter,1.12,Jupiter,3.676463,6.7,0.38,Radial Velocity,4.402193047992641,0.8459463167040102
HD 7449 b,126.0,7.5,Gas Giant,2011,8.34612,Jupiter,1.12,Jupiter,2.43855,3.5,0.75,Radial Velocity,2.4726782972258996,0.8484612922401573
HD 75289 b,95.0,6.35,Gas Giant,1999,0.49,Jupiter,1.27,Jupiter,0.05,0.009582478,0.03,Radial Velocity,5.33101204476172,0.8747542182998765
HD 75784 b,279.0,7.84,Gas Giant,2014,1.0,Jupiter,1.23,Jupiter,1.032,0.93415475,0.1,Radial Velocity,4.12857958059453,0.8406877314920663
HD 75784 c,279.0,7.84,Gas Giant,2018,5.64,Jupiter,1.14,Jupiter,8.4,21.6,0.49,Radial Velocity,3.1159338653576185,0.8406877314920663
HD 75898 b,255.0,8.03,Gas Giant,2007,2.71,Jupiter,1.18,Jupiter,1.191,1.157837,0.11,Radial Velocity,4.01084832617049,0.8363436828387214
HD 76700 b,199.0,8.16,Gas Giant,2002,0.21,Jupiter,0.856,Jupiter,0.05,0.0109514035,0.09,Radial Velocity,4.756270006212276,0.833371439023275
HD 76920 b,600.0,7.83,Gas Giant,2017,3.93,Jupiter,1.16,Jupiter,1.149,1.1373032,0.86,Radial Velocity,0.8211703295364347,0.8409163656317161
HD 77338 b,150.0,8.63,Neptune-like,2012,15.9,Earth,0.368,Jupiter,0.06,0.015605749,0.09,Radial Velocity,5.593064483833606,0.8226256344597375
HD 79181 b,337.0,5.72,Gas Giant,2021,0.64,Jupiter,1.26,Jupiter,0.9,0.74770707,0.26,Radial Velocity,1.4099176354938847,0.8891581690978098
HD 7924 b,55.0,7.17896,Neptune-like,2008,6.3566,Earth,0.214,Jupiter,0.06,0.014784395,0.06,Radial Velocity,1.2191090839800005,0.8558013626594723
HD 7924 c,55.0,7.17896,Neptune-like,2015,7.86,Earth,0.243,Jupiter,0.1134,0.041889116,0.1,Radial Velocity,0.9693402051937466,0.8558013626594723
HD 7924 d,55.0,7.17896,Neptune-like,2015,6.44,Earth,0.216,Jupiter,0.1551,0.067077346,0.21,Radial Velocity,4.56374705524733,0.8558013626594723
HD 79498 b,160.0,8.05,Gas Giant,2011,1.34,Jupiter,1.22,Jupiter,2.98,5.0,0.58,Radial Velocity,5.443441940918415,0.835886414559422
HD 80606 b,217.0,9.06,Gas Giant,2001,4.38,Jupiter,1.07,Jupiter,0.4565,0.30499658,0.93,Radial Velocity,2.3818652142963193,0.812794366454799
HD 80653 b,358.0,9.452,Super Earth,2020,5.6,Earth,1.613,Earth,0.0166,0.0019164955,0.0,Transit,4.166140763445806,0.8038319081805295
HD 80869 b,279.0,8.48,Gas Giant,2021,5.65664,Jupiter,1.14,Jupiter,2.906141,4.8,0.92,Radial Velocity,3.0036242984282886,0.8260551465544834
HD 80883 b,113.0,8.6,Gas Giant,2022,5.47697,Jupiter,1.14,Jupiter,6.497354,17.5,0.2,Radial Velocity,4.494391342391226,0.8233115368786866
HD 80913 b,200.0,7.49,Gas Giant,2022,23.50131,Jupiter,1.07,Jupiter,9.88693,29.7,0.31,Radial Velocity,3.6531604851367856,0.848689926379807
HD 81040 b,112.0,7.72,Gas Giant,2005,6.83498,Jupiter,1.13,Jupiter,1.988479,2.8,0.56,Radial Velocity,0.028706147923236506,0.8434313411678632
HD 81688 b,280.0,5.39755,Gas Giant,2007,2.7,Jupiter,1.18,Jupiter,0.81,0.50376457,0.0,Radial Velocity,3.413733408442364,0.8965304769308152
HD 81817 b,878.0,4.26489,Gas Giant,2020,26.53603,Jupiter,1.07,Jupiter,3.233953,2.8,0.1,Radial Velocity,5.932955378242604,0.9224269513923818
HD 81817 c,878.0,4.26489,Gas Giant,2022,22.59251,Jupiter,1.07,Jupiter,2.324089,1.7,0.1,Radial Velocity,2.7873833806590005,0.9224269513923818
HD 82886 b,414.0,7.62,Gas Giant,2011,2.33,Jupiter,1.19,Jupiter,1.58,1.9,0.07,Radial Velocity,4.373938166772134,0.8457176825643605
HD 82943 b,90.0,6.54993,Gas Giant,2003,1.681,Jupiter,1.2,Jupiter,1.18306,1.2087611,0.16,Radial Velocity,6.2815766375134885,0.8701831359458594
HD 82943 c,90.0,6.54993,Gas Giant,2003,1.959,Jupiter,1.2,Jupiter,0.74345,0.602601,0.37,Radial Velocity,1.0989653405704058,0.8701831359458594
HD 8326 b,100.0,8.76,Gas Giant,2019,0.20955,Jupiter,0.855,Jupiter,0.533,0.43531826,0.2,Radial Velocity,4.252471858681199,0.819653390644291
HD 83443 b,133.0,8.23,Gas Giant,2002,0.402,Jupiter,1.25,Jupiter,0.0406,0.008213553,0.01,Radial Velocity,1.7862850029628858,0.8317710000457267
HD 83443 c,133.0,8.23,Gas Giant,2022,1.5,Jupiter,1.21,Jupiter,8.0,22.6,0.76,Radial Velocity,6.029316067584497,0.8317710000457267
HD 8535 b,181.0,7.7,Gas Giant,2010,0.68,Jupiter,1.25,Jupiter,2.45,3.6,0.15,Radial Velocity,3.7614864920664126,0.8438886094471626
HD 85390 b,109.0,8.54,Neptune-like,2009,31.46517,Earth,0.55,Jupiter,1.373,2.2,0.5,Radial Velocity,5.795758864125308,0.8246833417165851
HD 85512 b,37.0,7.67,Super Earth,2011,3.6,Earth,1.72,Earth,0.26,0.15989049,0.11,Radial Velocity,3.5783862852963555,0.8445745118661118
HD 8574 b,146.0,7.12,Gas Giant,2002,2.03,Jupiter,1.19,Jupiter,0.76,0.62149215,0.3,Radial Velocity,3.9145209366536613,0.8571493895468472
HD 86065 b,132.0,9.36,Gas Giant,2022,8.81576,Jupiter,1.12,Jupiter,16.10719,70.6,0.22,Radial Velocity,2.8557162502543028,0.805935342265307
HD 86081 b,339.0,8.73,Gas Giant,2006,1.48,Jupiter,1.21,Jupiter,0.0346,0.0057494864,0.01,Radial Velocity,0.3071560942635081,0.8203392930632402
HD 86226 b,149.0,7.93,Gas Giant,2009,0.45,Jupiter,1.28,Jupiter,2.73,4.5,0.06,Radial Velocity,3.548125764530355,0.8386300242352188
HD 86226 c,149.0,7.93,Super Earth,2020,7.25,Earth,2.16,Earth,0.049,0.0109514035,0.08,Transit,0.1971699831073112,0.8386300242352188
HD 86264 b,221.0,7.41,Gas Giant,2009,12.81667,Jupiter,1.1,Jupiter,2.762119,4.1,0.82,Radial Velocity,3.8993987044255753,0.8505189994970049
HD 8673 b,124.0,6.331,Gas Giant,2009,13.40117,Jupiter,1.1,Jupiter,2.965265,4.5,0.73,Radial Velocity,3.6673617524466624,0.875188623165211
HD 86950 b,684.0,7.47,Gas Giant,2016,3.6,Jupiter,1.16,Jupiter,2.72,3.5,0.17,Radial Velocity,2.1304649286789044,0.8491471946591065
HD 87646 b,240.0,8.07,Gas Giant,2016,12.4,Jupiter,1.1,Jupiter,0.117,0.036960986,0.05,Radial Velocity,1.735851836991202,0.8354291462801225
HD 87883 b,60.0,7.56,Gas Giant,2009,5.36602,Jupiter,1.14,Jupiter,4.051612,9.1,0.71,Radial Velocity,4.95228615268586,0.8470894874022589
HD 88072 b,117.0,7.55,Gas Giant,2022,8.07325,Jupiter,1.12,Jupiter,13.912743,50.8,0.16,Radial Velocity,1.8861710393427016,0.8473181215419087
HD 88133 b,240.0,8.01852,Gas Giant,2004,1.02,Jupiter,1.23,Jupiter,0.0479,0.009308693,0.03,Radial Velocity,4.900342012133879,0.8366061548310393
HD 89307 b,104.0,7.02569,Gas Giant,2009,2.11,Jupiter,1.19,Jupiter,3.27,5.9,0.2,Radial Velocity,0.18444335442491933,0.8593056381178839
HD 89345 b,432.0,9.38,Neptune-like,2018,34.9613,Earth,0.66,Jupiter,0.1066,0.03230664,0.22,Transit,2.0220637858225556,0.8054780739860076
HD 89744 b,126.0,5.73469,Gas Giant,1999,8.35,Jupiter,1.12,Jupiter,0.917,0.70308006,0.68,Radial Velocity,2.471069447329273,0.8888223055466642
HD 90156 b,72.0,6.92,Neptune-like,2009,17.98,Earth,0.395,Jupiter,0.25,0.13634497,0.31,Radial Velocity,2.070601474666374,0.8617220723398418
HD 9174 b,266.0,8.4,Gas Giant,2016,1.11,Jupiter,1.23,Jupiter,2.2,3.2,0.12,Radial Velocity,3.274299994482024,0.8278842196716814
HD 92788 b,113.0,7.31637,Gas Giant,2000,3.76,Jupiter,1.16,Jupiter,0.97,0.89199173,0.35,Radial Velocity,0.4259082285487429,0.8526597009465453
HD 92788 c,113.0,7.31637,Gas Giant,2019,3.67,Jupiter,1.16,Jupiter,10.5,31.8,0.46,Radial Velocity,0.059732726466158695,0.8526597009465453
HD 93083 b,93.0,8.3,Gas Giant,2005,0.37,Jupiter,1.2,Jupiter,0.477,0.3931554,0.14,Radial Velocity,5.00498582133119,0.8301705610681788
HD 93351 b,183.0,9.12,Super Earth,2022,3.53853,Earth,1.7,Earth,0.034915,0.0068446267,-0.13,Radial Velocity,1.4160121430995225,0.8114225616169007
HD 93351 c,183.0,9.12,Gas Giant,2022,13.31055,Jupiter,1.1,Jupiter,11.342789,38.4,0.11,Radial Velocity,1.3794229671098301,0.8114225616169007
HD 93385 b,141.0,7.49,Super Earth,2021,4.2,Earth,1.88,Earth,0.0756,0.019986311,0.295,Radial Velocity,4.378923592149454,0.848689926379807
HD 93385 c,141.0,7.49,Neptune-like,2021,7.1,Earth,0.229,Jupiter,0.112,0.03613963,0.2,Radial Velocity,2.317535647065513,0.848689926379807
HD 93385 d,141.0,7.49,Neptune-like,2021,8.7,Earth,0.258,Jupiter,0.2565,0.12566735,0.09,Radial Velocity,5.33455662406689,0.848689926379807
HD 93963 A b,269.0,9.182,Super Earth,2022,7.8,Earth,1.35,Earth,0.02085,0.0027378509,0.0,Transit,0.8677782512668515,0.8100050299510723
HD 93963 A c,269.0,9.182,Super Earth,2022,19.2,Earth,0.288,Jupiter,0.04813,0.009856262,0.0,Transit,1.7715194096703106,0.8100050299510723
HD 9446 b,164.0,8.35,Gas Giant,2009,0.7,Jupiter,1.25,Jupiter,0.189,0.08240931,0.2,Radial Velocity,5.291181229273179,0.82902739036993
HD 9446 c,164.0,8.35,Gas Giant,2009,1.82,Jupiter,1.2,Jupiter,0.654,0.5281314,0.06,Radial Velocity,5.418971482472502,0.82902739036993
HD 94834 b,320.0,7.6,Gas Giant,2018,1.26,Jupiter,1.22,Jupiter,2.74,4.3,0.14,Radial Velocity,2.1800623860378043,0.8461749508436599
HD 95086 b,281.0,7.36,Gas Giant,2013,5.0,Jupiter,1.15,Jupiter,55.7,328.8,0.0,Direct Imaging,5.416570525253155,0.8516621701952536
HD 95089 b,447.0,7.92,Gas Giant,2009,1.26,Jupiter,1.22,Jupiter,1.36,1.2714579,0.12,Radial Velocity,2.932703894244053,0.8388586583748685
HD 95089 c,447.0,7.92,Gas Giant,2018,3.45,Jupiter,1.17,Jupiter,3.33,4.9,0.28,Radial Velocity,2.700436616287081,0.8388586583748685
HD 95127 b,2207.0,8.15,Gas Giant,2015,10.63,Jupiter,1.11,Jupiter,1.28,1.3196441,0.11,Radial Velocity,2.795580819431703,0.8336000731629247
HD 95338 b,121.0,8.62,Gas Giant,2020,0.13353,Jupiter,0.347,Jupiter,0.262,0.15085557,0.2,Radial Velocity,1.673028819576983,0.8228542685993873
HD 95544 b,286.0,8.39,Gas Giant,2021,6.63332,Jupiter,1.13,Jupiter,3.167126,5.6,0.05,Radial Velocity,5.037952451391458,0.828112853811331
HD 95735 c,19.0,7.49,Neptune-like,2021,13.6,Earth,0.335,Jupiter,2.94,8.1,0.13,Radial Velocity,1.9398119589697698,0.848689926379807
HD 95872 b,236.0,9.955,Gas Giant,2015,3.74,Jupiter,1.16,Jupiter,5.15,12.0,0.06,Radial Velocity,2.1966750935053803,0.792331610956148
HD 96063 b,457.0,8.21,Gas Giant,2011,1.27,Jupiter,1.22,Jupiter,1.11,0.9924709,0.17,Radial Velocity,1.7451173638822106,0.8322282683250263
HD 96127 b,1917.0,7.40521,Gas Giant,2011,20.96,Jupiter,1.08,Jupiter,1.42,1.8,0.3,Radial Velocity,5.9970517669251375,0.8506285152498971
HD 96167 b,278.0,8.09,Gas Giant,2009,0.717,Jupiter,1.25,Jupiter,1.332,1.3634497,0.69,Radial Velocity,4.378435316534259,0.834971878000823
HD 96700 b,83.0,6.51,Neptune-like,2021,8.9,Earth,0.261,Jupiter,0.0777,0.022176592,0.138,Radial Velocity,3.220839032789807,0.8710960720654809
HD 96700 c,83.0,6.51,Super Earth,2021,3.5,Earth,1.69,Earth,0.141,0.05448323,0.293,Radial Velocity,5.172177827646333,0.8710960720654809
HD 96700 d,83.0,6.51,Neptune-like,2021,12.7,Earth,0.322,Jupiter,0.424,0.28336754,0.27,Radial Velocity,6.263338738776391,0.8710960720654809
HD 96992 b,1292.0,8.57,Gas Giant,2021,1.14,Jupiter,1.22,Jupiter,1.24,1.4,0.41,Radial Velocity,1.9399254919546156,0.8239974392976359
HD 97037 b,106.0,6.81828,Gas Giant,2022,20.99889,Jupiter,1.08,Jupiter,6.91483,17.7,0.36,Radial Velocity,3.861274923574011,0.8640477388083588
HD 97048 b,600.0,8.44,Gas Giant,2019,2.5,Jupiter,1.18,Jupiter,130.0,957.3,0.0,Disk Kinematics,4.336811356867821,0.8269696831130825
HD 97658 b,70.0,7.76,Super Earth,2010,8.3,Earth,2.12,Earth,0.0805,0.026009582,0.05,Radial Velocity,2.4427543531188154,0.8425168046092643
